"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
2.535274875E1;2.043375092E2;3.398625183E2;1.123687515E2;4.121736107E2
2.536274875E1;2.045062561E2;3.399000244E2;1.122750015E2;4.122626728E2
2.537274875E1;2.044312592E2;3.400125122E2;1.122937546E2;4.123233385E2
2.538274875E1;2.045437622E2;3.402187500E2;1.122750015E2;4.125440879E2
2.539274875E1;2.046187592E2;3.403312683E2;1.119562531E2;4.125874591E2
2.540274875E1;2.049187622E2;3.405937500E2;1.119750061E2;4.129578715E2
2.541274875E1;2.048812561E2;3.404437561E2;1.121437531E2;4.128613587E2
2.542274875E1;2.048625031E2;3.404625244E2;1.120875015E2;4.128522541E2
2.543274875E1;2.046187592E2;3.404062500E2;1.118812561E2;4.126289703E2
2.544274875E1;2.046000061E2;3.403312683E2;1.117687531E2;4.125273189E2
2.545274875E1;2.046750031E2;3.402750244E2;1.117875061E2;4.125232062E2
2.546274875E1;2.046375122E2;3.400500183E2;1.119000015E2;4.123495322E2
2.547274875E1;2.044875031E2;3.401812744E2;1.119000015E2;4.123833759E2
2.548274875E1;2.043000031E2;3.399562683E2;1.117687531E2;4.120691808E2
2.549274875E1;2.043937531E2;3.399937744E2;1.116750031E2;4.121211948E2
2.550274875E1;2.043562622E2;3.400687561E2;1.114687576E2;4.121086322E2
2.551274875E1;2.044500122E2;3.400875244E2;1.115437546E2;4.121909035E2
2.552274875E1;2.043000031E2;3.400125122E2;1.115812531E2;4.120647713E2
2.553274875E1;2.045062561E2;3.401812744E2;1.115625076E2;4.123012265E2
2.554274875E1;2.045812531E2;3.402375183E2;1.113375015E2;4.123240197E2
2.555274875E1;2.046375122E2;3.402187500E2;1.116187515E2;4.124124816E2
2.556274875E1;2.045812531E2;3.403875122E2;1.117500076E2;4.125593433E2
2.557274875E1;2.045437622E2;3.404437561E2;1.119000015E2;4.126278130E2
2.558274875E1;2.045250092E2;3.403687744E2;1.118250046E2;4.125363179E2
2.559274875E1;2.045062561E2;3.403500061E2;1.118812561E2;4.125267881E2
2.560274875E1;2.045250092E2;3.402750244E2;1.119937515E2;4.125047539E2
2.561274875E1;2.043375092E2;3.401250000E2;1.120312576E2;4.122982367E2
2.562274875E1;2.042625122E2;3.403687744E2;1.120500031E2;4.124673074E2
2.563274875E1;2.042812653E2;3.403312683E2;1.119375076E2;4.124150981E2
2.564274875E1;2.044687653E2;3.403312683E2;1.117500076E2;4.124571643E2
2.565274875E1;2.046562653E2;3.403687744E2;1.117500076E2;4.125810874E2
2.566274875E1;2.045250092E2;3.404250183E2;1.119750061E2;4.126234051E2
2.567274875E1;2.046375122E2;3.402187500E2;1.120500031E2;4.125294080E2
2.568274875E1;2.047500153E2;3.402375183E2;1.122187576E2;4.126465645E2
2.569274875E1;2.046562653E2;3.402937622E2;1.122750015E2;4.126617349E2
2.570274875E1;2.046750031E2;3.399937744E2;1.123875046E2;4.124543304E2
2.571274875E1;2.045437622E2;3.400500183E2;1.125750046E2;4.124867237E2
2.572274875E1;2.046000061E2;3.401062622E2;1.127625046E2;4.126121842E2
2.573274875E1;2.044500122E2;3.396562500E2;1.129125061E2;4.122079690E2
2.574274875E1;2.047875061E2;3.395062561E2;1.129875031E2;4.122724784E2
2.575274875E1;2.046750031E2;3.396187744E2;1.128750076E2;4.122784692E2
2.576274875E1;2.046000061E2;3.398250122E2;1.128187561E2;4.123957725E2
2.577274875E1;2.046937561E2;3.400125122E2;1.126500015E2;4.125506818E2
2.578274875E1;2.049562531E2;3.399750061E2;1.127250061E2;4.126705677E2
2.579274875E1;2.049750061E2;3.399000244E2;1.125937576E2;4.125822754E2
2.580274875E1;2.047312622E2;3.398437500E2;1.126875076E2;4.124404666E2
2.581274875E1;2.046750031E2;3.402375183E2;1.124062576E2;4.126603840E2
2.582274875E1;2.045437622E2;3.404437561E2;1.123125076E2;4.127398710E2
2.583274875E1;2.047500153E2;3.404625244E2;1.123875046E2;4.128780092E2
2.584274875E1;2.048625031E2;3.404437561E2;1.122000046E2;4.128673361E2
2.585274875E1;2.048812561E2;3.402562561E2;1.124437561E2;4.127883807E2
2.586274875E1;2.045062561E2;3.406312561E2;1.124625015E2;4.129167902E2
2.587274875E1;2.045812531E2;3.405187683E2;1.123500061E2;4.128305276E2
2.588274875E1;2.045812531E2;3.404062500E2;1.121812515E2;4.126918188E2
2.589274875E1;2.047500153E2;3.403687744E2;1.122937546E2;4.127751914E2
2.590274875E1;2.045812531E2;3.402937622E2;1.121625061E2;4.125939426E2
2.591274875E1;2.046187592E2;3.403312683E2;1.123687515E2;4.126995822E2
2.592274875E1;2.043937531E2;3.403687744E2;1.126500015E2;4.126956890E2
2.593274875E1;2.042812653E2;3.403875122E2;1.125000076E2;4.126145241E2
2.594274875E1;2.044500122E2;3.400125122E2;1.122187576E2;4.123122185E2
2.595274875E1;2.043750153E2;3.400312500E2;1.123312531E2;4.123211227E2
2.596274875E1;2.045437622E2;3.399937744E2;1.125937576E2;4.124454771E2
2.597274875E1;2.044312592E2;3.400125122E2;1.125375061E2;4.123897895E2
2.598274875E1;2.046000061E2;3.398437500E2;1.125187531E2;4.123292455E2
2.599274875E1;2.044312592E2;3.398062744E2;1.123687515E2;4.121737257E2
2.600274875E1;2.044687653E2;3.397125244E2;1.121250076E2;4.120486531E2
2.601274875E1;2.045812531E2;3.398812561E2;1.122000046E2;4.122639911E2
2.602274875E1;2.046750031E2;3.402750244E2;1.124062576E2;4.126913082E2
2.603274875E1;2.046375122E2;3.404062500E2;1.124062576E2;4.127809264E2
2.604274875E1;2.046750031E2;3.405562744E2;1.120875015E2;4.128365789E2
2.605274875E1;2.047687531E2;3.405187683E2;1.118062515E2;4.127758613E2
2.606274875E1;2.045625153E2;3.404437561E2;1.117875061E2;4.126066168E2
2.607274875E1;2.046937561E2;3.403875122E2;1.116937561E2;4.125999120E2
2.608274875E1;2.047687531E2;3.402187500E2;1.116000061E2;4.124725463E2
2.609274875E1;2.045250092E2;3.400312500E2;1.116937561E2;4.122223011E2
2.610274875E1;2.045062561E2;3.396562500E2;1.116562576E2;4.118935503E2
2.611274875E1;2.045625153E2;3.394875183E2;1.116000061E2;4.117671176E2
2.612274875E1;2.043375092E2;3.395437622E2;1.116937561E2;4.117271903E2
2.613274875E1;2.041125031E2;3.395250244E2;1.120312576E2;4.116918250E2
2.614274875E1;2.043000031E2;3.396750183E2;1.120312576E2;4.119084995E2
2.615274875E1;2.041125031E2;3.396750183E2;1.119375076E2;4.117900407E2
2.616274875E1;2.042062531E2;3.397687683E2;1.119937515E2;4.119291324E2
2.617274875E1;2.043187561E2;3.395062561E2;1.118812561E2;4.117378626E2
2.618274875E1;2.041875153E2;3.394125061E2;1.117312546E2;4.115546913E2
2.619274875E1;2.043562622E2;3.394500122E2;1.117687531E2;4.116795439E2
2.620274875E1;2.044312592E2;3.393750000E2;1.119937515E2;4.117160802E2
2.621274875E1;2.045062561E2;3.394875183E2;1.121250076E2;4.118817806E2
2.622274875E1;2.044125061E2;3.394312744E2;1.119750061E2;4.117480597E2
2.623274875E1;2.044687653E2;3.395250244E2;1.121625061E2;4.119042922E2
2.624274875E1;2.043562622E2;3.397500000E2;1.123687515E2;4.120901366E2
2.625274875E1;2.042250061E2;3.399375000E2;1.123875046E2;4.121847986E2
2.626274875E1;2.043750153E2;3.403125000E2;1.127250061E2;4.126604797E2
2.627274875E1;2.041875153E2;3.402750244E2;1.127812576E2;4.125521127E2
2.628274875E1;2.041500092E2;3.402937622E2;1.126125031E2;4.125029051E2
2.629274875E1;2.041687622E2;3.403687744E2;1.124812546E2;4.125382633E2
2.630274875E1;2.042437592E2;3.406500244E2;1.129125061E2;4.129251583E2
2.631274875E1;2.041875153E2;3.405187683E2;1.130062561E2;4.128147125E2
2.632274875E1;2.044312592E2;3.404250183E2;1.129125061E2;4.128323714E2
2.633274875E1;2.046375122E2;3.405000000E2;1.128375015E2;4.129758627E2
2.634274875E1;2.045625153E2;3.403312683E2;1.125375061E2;4.127176821E2
2.635274875E1;2.047125092E2;3.405562744E2;1.124437561E2;4.129520381E2
2.636274875E1;2.047125092E2;3.403875122E2;1.125750046E2;4.128486424E2
2.637274875E1;2.045812531E2;3.403687744E2;1.125750046E2;4.127681230E2
2.638274875E1;2.048250122E2;3.401250000E2;1.124625015E2;4.126573827E2
2.639274875E1;2.051250153E2;3.401625061E2;1.123500061E2;4.128066452E2
2.640274875E1;2.049000092E2;3.401062622E2;1.123312531E2;4.126434220E2
2.641274875E1;2.048062592E2;3.399750061E2;1.123312531E2;4.124886895E2
2.642274875E1;2.047875061E2;3.400875244E2;1.122937546E2;4.125619156E2
2.643274875E1;2.046187592E2;3.399000244E2;1.124812546E2;4.123747032E2
2.644274875E1;2.047875061E2;3.399562683E2;1.122937546E2;4.124537239E2
2.645274875E1;2.048250122E2;3.397125244E2;1.122562561E2;4.122612666E2
2.646274875E1;2.045812531E2;3.399187622E2;1.123312531E2;4.123306494E2
2.647274875E1;2.041687622E2;3.399750061E2;1.123312531E2;4.121725350E2
2.648274875E1;2.042062531E2;3.400500183E2;1.123125076E2;4.122478722E2
2.649274875E1;2.043750153E2;3.401812744E2;1.124812546E2;4.124857318E2
2.650274875E1;2.044875031E2;3.402562561E2;1.125937576E2;4.126339940E2
2.651274875E1;2.046750031E2;3.403687744E2;1.124437561E2;4.127788243E2
2.652274875E1;2.046187592E2;3.404437561E2;1.125000076E2;4.128280991E2
2.653274875E1;2.047312622E2;3.406125183E2;1.124812546E2;4.130179294E2
2.654274875E1;2.046562653E2;3.405562744E2;1.123125076E2;4.128884381E2
2.655274875E1;2.046750031E2;3.405187683E2;1.121625061E2;4.128260120E2
2.656274875E1;2.044875031E2;3.404437561E2;1.122750015E2;4.127017881E2
2.657274875E1;2.043937531E2;3.405187683E2;1.122000046E2;4.126968365E2
2.658274875E1;2.043000031E2;3.403125000E2;1.122750015E2;4.125006241E2
2.659274875E1;2.041875153E2;3.401625061E2;1.123875046E2;4.123518196E2
2.660274875E1;2.041500092E2;3.402000122E2;1.123312531E2;4.123488632E2
2.661274875E1;2.041125031E2;3.400875244E2;1.122187576E2;4.122068507E2
2.662274875E1;2.039812622E2;3.401250000E2;1.121812515E2;4.121625943E2
2.663274875E1;2.039437561E2;3.400500183E2;1.124250031E2;4.121485799E2
2.664274875E1;2.042062531E2;3.401250000E2;1.123125076E2;4.123097243E2
2.665274875E1;2.042437592E2;3.400500183E2;1.122000046E2;4.122358174E2
2.666274875E1;2.041687622E2;3.401250000E2;1.124062576E2;4.123167057E2
2.667274875E1;2.040375061E2;3.403125000E2;1.122750015E2;4.123706798E2
2.668274875E1;2.039250031E2;3.402562561E2;1.122937546E2;4.122737125E2
2.669274875E1;2.038875122E2;3.401812744E2;1.124437561E2;4.122341754E2
2.670274875E1;2.039625092E2;3.399562683E2;1.125750046E2;4.121214641E2
2.671274875E1;2.040750122E2;3.400312500E2;1.123312531E2;4.121725027E2
2.672274875E1;2.040750122E2;3.400500183E2;1.122187576E2;4.121573427E2
2.673274875E1;2.040375061E2;3.399187622E2;1.122562561E2;4.120406968E2
2.674274875E1;2.041312561E2;3.399187622E2;1.120312576E2;4.120258940E2
2.675274875E1;2.043187561E2;3.397500000E2;1.120312576E2;4.119796345E2
2.676274875E1;2.043187561E2;3.398437500E2;1.120312576E2;4.120569514E2
2.677274875E1;2.043750153E2;3.399375000E2;1.119937515E2;4.121519758E2
2.678274875E1;2.044687653E2;3.401437683E2;1.119937515E2;4.123685966E2
2.679274875E1;2.044312592E2;3.402750244E2;1.120312576E2;4.124684650E2
2.680274875E1;2.043375092E2;3.401812744E2;1.122562561E2;4.124058488E2
2.681274875E1;2.043937531E2;3.402937622E2;1.121437531E2;4.124959057E2
2.682274875E1;2.043937531E2;3.403312683E2;1.120875015E2;4.125115592E2
2.683274875E1;2.042250061E2;3.404812622E2;1.121625061E2;4.125721401E2
2.684274875E1;2.043937531E2;3.403875122E2;1.122562561E2;4.126038436E2
2.685274875E1;2.043937531E2;3.405000000E2;1.121812515E2;4.126762526E2
2.686274875E1;2.043937531E2;3.403125000E2;1.120875015E2;4.124960751E2
2.687274875E1;2.046375122E2;3.401625061E2;1.121250076E2;4.125034052E2
2.688274875E1;2.048062592E2;3.400687561E2;1.121625061E2;4.125200485E2
2.689274875E1;2.046750031E2;3.400687561E2;1.122187576E2;4.124701993E2
2.690274875E1;2.046750031E2;3.398812561E2;1.123687515E2;4.123564738E2
2.691274875E1;2.047500153E2;3.397500000E2;1.125187531E2;4.123264496E2
2.692274875E1;2.048625031E2;3.398062744E2;1.125937576E2;4.124491527E2
2.693274875E1;2.050312653E2;3.399000244E2;1.127812576E2;4.126614331E2
2.694274875E1;2.050125122E2;3.399750061E2;1.129500046E2;4.127600253E2
2.695274875E1;2.047687531E2;3.398812561E2;1.132312546E2;4.126388584E2
2.696274875E1;2.045250092E2;3.399375000E2;1.130437546E2;4.125128770E2
2.697274875E1;2.047500153E2;3.400500183E2;1.131000061E2;4.127325951E2
2.698274875E1;2.047875061E2;3.401437683E2;1.131000061E2;4.128284355E2
2.699274875E1;2.049562531E2;3.402187500E2;1.128000031E2;4.128918796E2
2.700274875E1;2.047500153E2;3.402562561E2;1.126687546E2;4.127846131E2
2.701274875E1;2.045437622E2;3.400875244E2;1.126500015E2;4.125381167E2
2.702274875E1;2.045625153E2;3.399187622E2;1.125375061E2;4.123775913E2
2.703274875E1;2.046937561E2;3.402000122E2;1.124437561E2;4.126489796E2
2.704274875E1;2.049375153E2;3.404437561E2;1.126125031E2;4.130168424E2
2.705274875E1;2.048812561E2;3.403312683E2;1.126687546E2;4.129115517E2
2.706274875E1;2.047875061E2;3.404250183E2;1.125937576E2;4.129218691E2
2.707274875E1;2.046562653E2;3.404437561E2;1.128187561E2;4.129336626E2
2.708274875E1;2.046937561E2;3.403687744E2;1.128562546E2;4.129006788E2
2.709274875E1;2.050687561E2;3.403687744E2;1.128187561E2;4.130764688E2
2.710274875E1;2.051250153E2;3.405562744E2;1.127625046E2;4.132435485E2
2.711274875E1;2.050875092E2;3.403687744E2;1.128562546E2;4.130960218E2
2.712274875E1;2.048812561E2;3.401625061E2;1.126125031E2;4.127571144E2
2.713274875E1;2.048812561E2;3.401625061E2;1.125375061E2;4.127366593E2
2.714274875E1;2.050125122E2;3.399750061E2;1.125187531E2;4.126422236E2
2.715274875E1;2.049375153E2;3.399937744E2;1.125562515E2;4.126306600E2
2.716274875E1;2.050500031E2;3.397875061E2;1.125937576E2;4.125268565E2
2.717274875E1;2.047687531E2;3.396750183E2;1.125562515E2;4.122842103E2
2.718274875E1;2.048625031E2;3.399187622E2;1.125187531E2;4.125213690E2
2.719274875E1;2.048625031E2;3.400687561E2;1.124625015E2;4.126296382E2
2.720274875E1;2.049375153E2;3.400875244E2;1.126875076E2;4.127437265E2
2.721274875E1;2.047875061E2;3.400312500E2;1.125750046E2;4.125921779E2
2.722274875E1;2.046187592E2;3.400875244E2;1.124437561E2;4.125190410E2
2.723274875E1;2.046000061E2;3.401437683E2;1.121062546E2;4.124642505E2
2.724274875E1;2.043375092E2;3.403687744E2;1.119375076E2;4.124739093E2
2.725274875E1;2.043000031E2;3.405187683E2;1.118812561E2;4.125638596E2
2.726274875E1;2.042250061E2;3.400687561E2;1.119375076E2;4.121706171E2
2.727274875E1;2.042625122E2;3.400125122E2;1.119375076E2;4.121428005E2
2.728274875E1;2.043937531E2;3.401437683E2;1.115812531E2;4.122195597E2
2.729274875E1;2.045250092E2;3.402375183E2;1.116750031E2;4.123873841E2
2.730274875E1;2.045250092E2;3.402000122E2;1.117125015E2;4.123665974E2
2.731274875E1;2.046937561E2;3.400312500E2;1.120312576E2;4.123976084E2
2.732274875E1;2.048625031E2;3.399750061E2;1.120875015E2;4.124503096E2
2.733274875E1;2.048062592E2;3.399750061E2;1.122750015E2;4.124733743E2
2.734274875E1;2.049937592E2;3.400687561E2;1.123312531E2;4.126590731E2
2.735274875E1;2.047312622E2;3.400687561E2;1.120500031E2;4.124522418E2
2.736274875E1;2.047312622E2;3.400687561E2;1.123312531E2;4.125287372E2
2.737274875E1;2.045250092E2;3.401625061E2;1.123875046E2;4.125190433E2
2.738274875E1;2.043750153E2;3.403312683E2;1.124062576E2;4.125890035E2
2.739274875E1;2.044500122E2;3.405000000E2;1.122000046E2;4.127092179E2
2.740274875E1;2.044687653E2;3.404437561E2;1.123125076E2;4.127027095E2
2.741274875E1;2.044500122E2;3.405375061E2;1.122187576E2;4.127452606E2
2.742274875E1;2.040937653E2;3.405562744E2;1.120312576E2;4.125334456E2
2.743274875E1;2.042062531E2;3.403687744E2;1.122750015E2;4.125006332E2
2.744274875E1;2.040375061E2;3.402375183E2;1.123875046E2;4.123394523E2
2.745274875E1;2.040187531E2;3.400875244E2;1.125937576E2;4.122626955E2
2.746274875E1;2.040937653E2;3.400687561E2;1.127812576E2;4.123355866E2
2.747274875E1;2.040375061E2;3.401062622E2;1.130625076E2;4.124156933E2
2.748274875E1;2.041875153E2;3.402375183E2;1.129687576E2;4.125724790E2
2.749274875E1;2.042062531E2;3.401250000E2;1.128937531E2;4.124684338E2
2.750274875E1;2.041500092E2;3.402750244E2;1.130437546E2;4.126053913E2
2.751274875E1;2.043000031E2;3.403687744E2;1.129125061E2;4.127210049E2
2.752274875E1;2.042437592E2;3.404437561E2;1.126687546E2;4.126883963E2
2.753274875E1;2.043750153E2;3.403875122E2;1.125750046E2;4.126813989E2
2.754274875E1;2.044875031E2;3.404625244E2;1.123125076E2;4.127274752E2
2.755274875E1;2.044687653E2;3.401625061E2;1.123500061E2;4.124809455E2
2.756274875E1;2.043375092E2;3.399937744E2;1.124812546E2;4.123125234E2
2.757274875E1;2.045062561E2;3.399562683E2;1.124625015E2;4.123601428E2
2.758274875E1;2.046187592E2;3.397500000E2;1.125187531E2;4.122612872E2
2.759274875E1;2.045062561E2;3.398250122E2;1.126312561E2;4.122980082E2
2.760274875E1;2.047125092E2;3.398062744E2;1.128562546E2;4.124464204E2
2.761274875E1;2.045437622E2;3.401062622E2;1.128187561E2;4.125996752E2
2.762274875E1;2.045062561E2;3.399562683E2;1.128750076E2;4.124728361E2
2.763274875E1;2.045625153E2;3.400687561E2;1.126500015E2;4.125319435E2
2.764274875E1;2.046375122E2;3.401625061E2;1.126125031E2;4.126361809E2
2.765274875E1;2.045625153E2;3.402375183E2;1.125937576E2;4.126557231E2
2.766274875E1;2.044500122E2;3.404625244E2;1.124812546E2;4.127548554E2
2.767274875E1;2.044125061E2;3.403687744E2;1.125187531E2;4.126691714E2
2.768274875E1;2.040937653E2;3.403125000E2;1.124062576E2;4.124342729E2
2.769274875E1;2.043562622E2;3.401250000E2;1.122562561E2;4.123687240E2
2.770274875E1;2.043937531E2;3.400875244E2;1.123125076E2;4.123717133E2
2.771274875E1;2.044125061E2;3.399937744E2;1.122562561E2;4.122883776E2
2.772274875E1;2.043562622E2;3.400125122E2;1.121625061E2;4.122504313E2
2.773274875E1;2.044687653E2;3.399937744E2;1.122562561E2;4.123162738E2
2.774274875E1;2.046750031E2;3.399375000E2;1.123312531E2;4.123926178E2
2.775274875E1;2.046937561E2;3.398625183E2;1.121250076E2;4.122839828E2
2.776274875E1;2.050687561E2;3.399937744E2;1.122937546E2;4.126243433E2
2.777274875E1;2.049750061E2;3.398437500E2;1.124625015E2;4.125001113E2
2.778274875E1;2.050312653E2;3.398812561E2;1.126125031E2;4.125998835E2
2.779274875E1;2.050687561E2;3.399937744E2;1.126312561E2;4.127163205E2
2.780274875E1;2.050687561E2;3.399937744E2;1.126312561E2;4.127163205E2
2.781274875E1;2.049562531E2;3.399750061E2;1.126500015E2;4.126500858E2
2.782274875E1;2.047125092E2;3.397500000E2;1.124625015E2;4.122924789E2
2.783274875E1;2.047312622E2;3.398250122E2;1.125562515E2;4.123891832E2
2.784274875E1;2.047125092E2;3.395812683E2;1.122187576E2;4.120870039E2
2.785274875E1;2.047312622E2;3.396000061E2;1.120500031E2;4.120658407E2
2.786274875E1;2.047312622E2;3.396937561E2;1.119562531E2;4.121176292E2
2.787274875E1;2.047687531E2;3.396937561E2;1.120875015E2;4.121719279E2
2.788274875E1;2.047125092E2;3.398437500E2;1.119937515E2;4.122421451E2
2.789274875E1;2.048062592E2;3.399375000E2;1.119000015E2;4.123405365E2
2.790274875E1;2.049562531E2;3.402937622E2;1.120125046E2;4.127392778E2
2.791274875E1;2.049750061E2;3.404062500E2;1.119937515E2;4.128362491E2
2.792274875E1;2.048437653E2;3.405750122E2;1.120312576E2;4.129204642E2
2.793274875E1;2.047312622E2;3.406500244E2;1.120500031E2;4.129316312E2
2.794274875E1;2.045437622E2;3.406500244E2;1.120500031E2;4.128387009E2
2.795274875E1;2.043187561E2;3.407062683E2;1.120500031E2;4.127736893E2
2.796274875E1;2.041125031E2;3.407062683E2;1.119750061E2;4.126512779E2
2.797274875E1;2.038125153E2;3.406687622E2;1.119000015E2;4.124516423E2
2.798274875E1;2.038125153E2;3.403875122E2;1.119000015E2;4.122193714E2
2.799274875E1;2.039062653E2;3.403687744E2;1.119000015E2;4.122502613E2
2.800274875E1;2.039625092E2;3.402562561E2;1.120687561E2;4.122310409E2
2.801274875E1;2.041687622E2;3.402187500E2;1.117687531E2;4.122207363E2
2.802274875E1;2.042625122E2;3.402187500E2;1.118250046E2;4.122824316E2
2.803274875E1;2.043000031E2;3.403500061E2;1.116750031E2;4.123686751E2
2.804274875E1;2.046000061E2;3.401062622E2;1.119375076E2;4.123874849E2
2.805274875E1;2.046750031E2;3.399562683E2;1.120687561E2;4.123366675E2
2.806274875E1;2.045437622E2;3.399187622E2;1.120687561E2;4.122406114E2
2.807274875E1;2.044312592E2;3.398062744E2;1.121250076E2;4.121073418E2
2.808274875E1;2.043375092E2;3.398062744E2;1.122750015E2;4.121016837E2
2.809274875E1;2.040000153E2;3.399375000E2;1.128562546E2;4.122014609E2
2.810274875E1;2.041125031E2;3.399187622E2;1.127437515E2;4.122109076E2
2.811274875E1;2.039812622E2;3.397312622E2;1.127437515E2;4.119913098E2
2.812274875E1;2.040562592E2;3.398625183E2;1.126687546E2;4.121161687E2
2.813274875E1;2.040562592E2;3.400500183E2;1.126687546E2;4.122708092E2
2.814274875E1;2.040937653E2;3.401437683E2;1.125750046E2;4.123410964E2
2.815274875E1;2.041125031E2;3.403875122E2;1.123312531E2;4.124850092E2
2.816274875E1;2.042062531E2;3.403687744E2;1.121062546E2;4.124547353E2
2.817274875E1;2.043750153E2;3.402000122E2;1.117312546E2;4.122973059E2
2.818274875E1;2.044125061E2;3.401062622E2;1.118812561E2;4.122792230E2
2.819274875E1;2.046375122E2;3.403125000E2;1.120687561E2;4.126118214E2
2.820274875E1;2.044312592E2;3.402562561E2;1.122375031E2;4.125090504E2
2.821274875E1;2.044125061E2;3.401250000E2;1.121812515E2;4.123761893E2
2.822274875E1;2.045625153E2;3.401437683E2;1.122375031E2;4.124813485E2
2.823274875E1;2.044500122E2;3.399000244E2;1.123125076E2;4.122449920E2
2.824274875E1;2.042437592E2;3.398625183E2;1.123500061E2;4.121220309E2
2.825274875E1;2.041500092E2;3.398625183E2;1.124625015E2;4.121062628E2
2.826274875E1;2.041875153E2;3.398625183E2;1.123125076E2;4.120839382E2
2.827274875E1;2.038687592E2;3.397125244E2;1.123125076E2;4.118023428E2
2.828274875E1;2.038687592E2;3.394687500E2;1.121812515E2;4.115654703E2
2.829274875E1;2.039250031E2;3.394500122E2;1.121625061E2;4.115727705E2
2.830274875E1;2.037937622E2;3.395437622E2;1.123312531E2;4.116311144E2
2.831274875E1;2.039062653E2;3.395625000E2;1.123500061E2;4.117073964E2
2.832274875E1;2.041875153E2;3.398250122E2;1.123687515E2;4.120683398E2
2.833274875E1;2.041687622E2;3.397875061E2;1.124062576E2;4.120383471E2
2.834274875E1;2.040187531E2;3.398062744E2;1.123500061E2;4.119641727E2
2.835274875E1;2.043000031E2;3.399562683E2;1.121625061E2;4.121761558E2
2.836274875E1;2.043187561E2;3.402562561E2;1.123312531E2;4.124788289E2
2.837274875E1;2.043937531E2;3.404250183E2;1.124625015E2;4.126909420E2
2.838274875E1;2.045250092E2;3.404437561E2;1.123312531E2;4.127356792E2
2.839274875E1;2.045250092E2;3.406312561E2;1.124625015E2;4.129260784E2
2.840274875E1;2.045437622E2;3.406500244E2;1.123312531E2;4.129151247E2
2.841274875E1;2.046000061E2;3.408375244E2;1.120500031E2;4.130212873E2
2.842274875E1;2.048062592E2;3.409125061E2;1.120312576E2;4.131802794E2
2.843274875E1;2.046937561E2;3.409125061E2;1.122187576E2;4.131754109E2
2.844274875E1;2.046750031E2;3.408562622E2;1.121437531E2;4.130993461E2
2.845274875E1;2.048625031E2;3.405750122E2;1.121625061E2;4.129653882E2
2.846274875E1;2.046937561E2;3.406687622E2;1.122375031E2;4.129794140E2
2.847274875E1;2.047312622E2;3.406500244E2;1.122750015E2;4.129927419E2
2.848274875E1;2.046000061E2;3.405187683E2;1.124062576E2;4.128551330E2
2.849274875E1;2.046750031E2;3.404437561E2;1.127062531E2;4.129122273E2
2.850274875E1;2.045625153E2;3.405562744E2;1.127250061E2;4.129543869E2
2.851274875E1;2.045812531E2;3.405750122E2;1.123687515E2;4.128820223E2
2.852274875E1;2.047312622E2;3.405375061E2;1.121812515E2;4.128744555E2
2.853274875E1;2.047312622E2;3.408187561E2;1.121625061E2;4.131013701E2
2.854274875E1;2.049000092E2;3.405375061E2;1.119562531E2;4.128970930E2
2.855274875E1;2.048625031E2;3.403687744E2;1.119562531E2;4.127393249E2
2.856274875E1;2.049187622E2;3.402937622E2;1.119750061E2;4.127104865E2
2.857274875E1;2.048812561E2;3.403500061E2;1.118250046E2;4.126975738E2
2.858274875E1;2.049562531E2;3.402187500E2;1.119750061E2;4.126672576E2
2.859274875E1;2.049187622E2;3.399937744E2;1.121625061E2;4.125141131E2
2.860274875E1;2.048812561E2;3.399375000E2;1.122562561E2;4.124746053E2
2.861274875E1;2.046937561E2;3.397875061E2;1.122000046E2;4.122425550E2
2.862274875E1;2.045250092E2;3.397687683E2;1.120500031E2;4.121025339E2
2.863274875E1;2.044687653E2;3.399750061E2;1.118812561E2;4.121988552E2
2.864274875E1;2.045062561E2;3.400875244E2;1.118062515E2;4.122899113E2
2.865274875E1;2.043750153E2;3.400875244E2;1.117312546E2;4.122044934E2
2.866274875E1;2.042062531E2;3.400312500E2;1.117875061E2;4.120896641E2
2.867274875E1;2.043750153E2;3.401250000E2;1.117500076E2;4.122404962E2
2.868274875E1;2.044875031E2;3.402000122E2;1.116187515E2;4.123226078E2
2.869274875E1;2.045812531E2;3.403500061E2;1.116187515E2;4.124928623E2
2.870274875E1;2.044687653E2;3.403687744E2;1.120125046E2;4.125593045E2
2.871274875E1;2.045625153E2;3.402750244E2;1.119562531E2;4.125131725E2
2.872274875E1;2.044687653E2;3.402375183E2;1.119562531E2;4.124357495E2
2.873274875E1;2.045062561E2;3.399000244E2;1.121437531E2;4.122269481E2
2.874274875E1;2.045062561E2;3.397125244E2;1.120875015E2;4.120570543E2
2.875274875E1;2.043750153E2;3.398062744E2;1.121062546E2;4.120743420E2
2.876274875E1;2.041500092E2;3.397125244E2;1.123687515E2;4.119569902E2
2.877274875E1;2.039812622E2;3.398062744E2;1.123312531E2;4.119404931E2
2.878274875E1;2.042625122E2;3.399187622E2;1.121812515E2;4.121317411E2
2.879274875E1;2.042625122E2;3.397500000E2;1.125562515E2;4.120948266E2
2.880274875E1;2.044687653E2;3.398062744E2;1.125375061E2;4.122383660E2
2.881274875E1;2.045062561E2;3.399562683E2;1.125750046E2;4.123908399E2
2.882274875E1;2.046187592E2;3.403312683E2;1.125187531E2;4.127404494E2
